Id,Sales
238,7147.0
239,8694.0
240,6495.0
241,5922.0
242,5431.0
243,4735.0
244,9886.0
245,5478.0
246,7551.0
247,13459.0
248,7484.0
249,6379.0
250,5257.0
251,4438.0
252,6846.0
253,4353.0
254,6254.0
255,9523.0
256,5529.0
257,12655.0
258,12691.0
259,5325.0
260,7372.0
261,5131.0
262,6526.0
263,5147.0
264,11138.0
265,7589.0
266,8119.0
267,4666.0
268,6890.0
269,5034.0
270,9598.0
271,7208.0
272,6104.0
273,6719.0
274,5257.0
275,8455.0
276,9203.0
277,5797.0
278,10169.0
279,6852.0
280,8902.0
281,4752.0
282,5448.0
283,5278.0
284,9255.0
285,7046.0
286,8174.0
287,6884.0
288,8880.0
289,4644.0
290,7755.0
291,6184.0
292,4048.0
293,14104.0
294,16438.0
295,7340.0
296,7950.0
297,8862.0
298,10058.0
299,10293.0
300,5548.0
301,7040.0
302,6037.0
303,8333.0
304,4235.0
305,5682.0
306,5480.0
307,6071.0
308,7525.0
309,4893.0
310,4575.0
311,6209.0
312,4428.0
313,4770.0
314,5610.0
315,6248.0
316,9061.0
317,9077.0
318,6865.0
319,6435.0
320,6461.0
321,10819.0
322,7719.0
323,5170.0
324,4746.0
325,9542.0
326,4791.0
327,6980.0
328,3361.0
329,4982.0
330,7256.0
331,6554.0
332,5745.0
333,8680.0
334,9627.0
335,10384.0
336,5732.0
337,10641.0
338,3368.0
339,5293.0
340,6345.0
341,4341.0
342,8424.0
343,5089.0
344,5400.0
345,8597.0
346,10621.0
347,8983.0
348,5717.0
349,5077.0
350,8594.0
351,7557.0
352,6055.0
353,4997.0
354,7383.0
355,8836.0
356,4878.0
357,6191.0
358,8057.0
359,7493.0
360,13727.0
361,6511.0
362,12242.0
363,7171.0
364,5260.0
365,3470.0
366,6178.0
367,6258.0
368,5109.0
369,8109.0
370,5033.0
371,4476.0
372,6890.0
373,3810.0
374,8070.0
375,6801.0
376,7794.0
377,8303.0
378,5316.0
379,8980.0
380,7087.0
381,5188.0
382,5603.0
383,5348.0
384,10419.0
385,6514.0
386,4945.0
387,7675.0
388,9119.0
389,6625.0
390,6533.0
391,8181.0
392,5740.0
393,5434.0
394,5768.0
395,9022.0
396,5824.0
397,6056.0
398,5911.0
399,5251.0
400,4089.0
401,5453.0
402,8196.0
403,8471.0
404,10897.0
405,11223.0
406,8136.0
407,5170.0
408,5046.0
409,10443.0
410,9668.0
411,7192.0
412,7973.0
413,8373.0
414,5774.0
415,3973.0
416,11092.0
417,5603.0
418,6585.0
419,6789.0
420,2667.0
421,10938.0
422,5981.0
423,4988.0
424,4710.0
425,5700.0
426,6533.0
427,7575.0
428,6924.0
429,4384.0
430,5256.0
431,4414.0
432,3529.0
433,7224.0
434,17955.0
435,5594.0
436,5518.0
437,6235.0
438,5122.0
439,5026.0
440,4998.0
441,4744.0
442,7704.0
443,7039.0
444,4231.0
445,8604.0
446,5099.0
447,5156.0
448,8535.0
449,8376.0
450,9587.0
451,5386.0
452,6859.0
453,4877.0
454,5618.0
455,14398.0
456,9355.0
457,6507.0
458,4593.0
459,5156.0
460,5889.0
461,4514.0
462,10078.0
463,4951.0
464,5821.0
465,7297.0
466,5098.0
467,6491.0
468,6787.0
469,8209.0
470,7363.0
471,4155.0
472,6360.0
473,6999.0
474,9497.0
475,8507.0
476,6965.0
477,4201.0
478,7904.0
479,5561.0
480,4329.0
481,7127.0
482,6918.0
483,6313.0
484,5919.0
485,6134.0
486,7556.0
487,5567.0
488,7028.0
489,7777.0
490,5717.0
491,8776.0
492,6206.0
493,4976.0
494,11390.0
495,5805.0
496,3715.0
497,7695.0
498,9283.0
499,10317.0
500,5008.0
501,5864.0
502,6618.0
503,7333.0
504,6138.0
505,7859.0
506,3361.0
507,5688.0
508,6119.0
509,5594.0
510,4491.0
511,7181.0
512,8524.0
513,4827.0
514,7860.0
515,6875.0
516,8698.0
517,5095.0
518,6783.0
519,6046.0
520,7025.0
521,8099.0
522,4289.0
523,6869.0
524,7853.0
525,7053.0
526,5191.0
527,3640.0
528,7768.0
529,6519.0
530,8347.0
531,7042.0
532,5595.0
533,8385.0
534,5976.0
535,6320.0
536,7672.0
537,5349.0
538,7572.0
539,10475.0
540,8184.0
541,4240.0
542,5879.0
543,4981.0
544,0.0
545,7980.0
546,5968.0
547,7954.0
548,4637.0
549,7553.0
550,6673.0
551,10465.0
552,4520.0
553,5919.0
554,5385.0
555,7599.0
556,5421.0
557,7744.0
558,7882.0
559,9528.0
560,7086.0
561,6816.0
562,6237.0
563,4558.0
564,5631.0
565,10336.0
566,9800.0
567,6406.0
568,14012.0
569,5851.0
570,5372.0
571,5848.0
572,8465.0
573,9495.0
574,7121.0
575,7526.0
576,7979.0
577,7544.0
578,6038.0
579,5772.0
580,5199.0
581,5314.0
582,4363.0
583,5169.0
584,8817.0
585,14925.0
586,6332.0
587,5221.0
588,6779.0
589,3910.0
590,6541.0
591,3859.0
592,9408.0
593,6206.0
594,6120.0
595,12407.0
596,10225.0
597,5898.0
598,7798.0
599,3631.0
600,5625.0
601,5094.0
602,8846.0
603,4777.0
604,4028.0
605,5769.0
606,5480.0
607,7838.0
608,6496.0
609,3710.0
610,7421.0
611,7680.0
612,7559.0
613,4776.0
614,4636.0
615,7135.0
616,4406.0
617,9837.0
618,5322.0
619,5252.0
620,6986.0
621,6046.0
622,5003.0
623,6601.0
624,6842.0
625,9919.0
626,9640.0
627,5967.0
628,4099.0
629,5734.0
630,7877.0
631,4954.0
632,6077.0
633,6089.0
634,12008.0
635,7356.0
636,5886.0
637,7261.0
638,4532.0
639,9341.0
640,5694.0
641,11772.0
642,6511.0
643,5532.0
644,5243.0
645,3613.0
646,6749.0
647,18234.0
648,4232.0
649,5209.0
650,9528.0
651,6968.0
652,6455.0
653,7922.0
654,6115.0
655,5533.0
656,4567.0
657,8997.0
658,5871.0
659,7305.0
660,7622.0
661,5064.0
662,8266.0
663,5786.0
664,3523.0
665,8099.0
666,7922.0
667,4358.0
668,7513.0
669,7048.0
670,4845.0
671,9565.0
672,6223.0
673,8761.0
674,4832.0
675,5152.0
676,6768.0
677,0.0
678,7667.0
679,4131.0
680,6317.0
681,4905.0
682,5497.0
683,5693.0
684,6503.0
685,7299.0
686,8107.0
687,6143.0
688,8056.0
689,6590.0
690,8367.0
691,9504.0
692,6530.0
693,3480.0
694,6069.0
695,7122.0
696,4515.0
697,12094.0
698,6091.0
699,8056.0
700,10064.0
701,6115.0
702,4240.0
703,10470.0
704,10315.0
705,5759.0
706,8438.0
707,9204.0
708,6416.0
709,5284.0
710,7030.0
711,5554.0
712,5747.0
713,7520.0
714,5153.0
715,6505.0
716,7279.0
717,6526.0
718,7930.0
719,5970.0
720,6826.0
721,4048.0
722,7980.0
723,6931.0
724,6130.0
725,6955.0
726,7256.0
727,9297.0
728,6013.0
729,5352.0
730,6071.0
731,7051.0
732,7430.0
733,4664.0
734,4483.0
735,8181.0
736,6386.0
737,6007.0
738,7820.0
739,6616.0
740,6909.0
741,4678.0
742,4113.0
743,6971.0
744,6348.0
745,6238.0
746,9710.0
747,7998.0
748,4821.0
749,8676.0
750,3586.0
751,3314.0
752,6366.0
753,10802.0
754,7877.0
755,6982.0
756,4704.0
757,6953.0
758,9463.0
759,5985.0
760,7978.0
761,6101.0
762,4796.0
763,4927.0
764,5799.0
765,5703.0
766,4558.0
767,5334.0
768,4411.0
769,7592.0
770,6983.0
771,5282.0
772,6650.0
773,6942.0
774,4945.0
775,4672.0
776,8742.0
777,7641.0
778,6472.0
779,4037.0
780,11369.0
781,6047.0
782,5365.0
783,9080.0
784,8131.0
785,7303.0
786,5981.0
787,7446.0
788,8571.0
789,11982.0
790,4841.0
791,4792.0
792,4957.0
793,6544.0
794,6196.0
795,7458.0
796,8885.0
797,5921.0
798,4448.0
799,6238.0
800,8055.0
801,5002.0
802,6744.0
803,4111.0
804,7565.0
805,7077.0
806,7507.0
807,8410.0
808,6061.0
809,3891.0
810,6433.0
811,7133.0
812,8239.0
813,7575.0
814,7337.0
815,6176.0
816,4374.0
817,9270.0
818,4444.0
819,11244.0
820,6165.0
821,4438.0
822,6764.0
823,6137.0
824,6907.0
825,7404.0
826,3646.0
827,4780.0
828,6657.0
829,9373.0
830,10318.0
831,5101.0
832,6402.0
833,7334.0
834,6286.0
835,5374.0
836,10038.0
837,8360.0
838,11287.0
839,4719.0
840,5620.0
841,0.0
842,7957.0
843,5332.0
844,9854.0
845,7233.0
846,4963.0
847,5433.0
848,4440.0
849,5154.0
850,6289.0
851,5129.0
852,5285.0
853,9452.0
854,6838.0
855,19636.0
856,6097.0
857,5023.0
858,7862.0
859,9560.0
860,5886.0
861,6882.0
862,5965.0
863,8469.0
864,7761.0
865,5426.0
866,5930.0
867,6906.0
868,7971.0
869,6856.0
870,8208.0
871,5488.0
872,5034.0
873,5872.0
874,9591.0
875,11000.0
876,9719.0
877,7484.0
878,5481.0
879,6250.0
880,4323.0
881,8794.0
882,9697.0
883,9710.0
884,6345.0
885,5056.0
886,5231.0
887,5731.0
888,10312.0
889,7139.0
890,5838.0
891,5549.0
892,7294.0
893,4304.0
894,7729.0
895,4448.0
896,7394.0
897,7595.0
898,5875.0
899,7664.0
900,7043.0
901,5031.0
902,6794.0
903,7032.0
904,10710.0
905,6591.0
906,8179.0
907,8157.0
908,9677.0
909,6694.0
910,10019.0
911,4827.0
912,4743.0
913,6587.0
914,6249.0
915,9606.0
916,7882.0
917,6042.0
918,7846.0
919,7618.0
920,9921.0
921,4326.0
922,13789.0
923,5038.0
924,6545.0
925,8916.0
926,5852.0
927,6294.0
928,6392.0
929,7301.0
930,5214.0
931,5418.0
932,8369.0
933,7809.0
934,7191.0
935,4683.0
936,7780.0
937,11617.0
938,6836.0
939,5139.0
940,7014.0
941,6877.0
942,7524.0
943,7842.0
944,4205.0
945,8006.0
946,6379.0
947,7575.0
948,7689.0
949,4793.0
950,6521.0
951,5584.0
952,7588.0
953,9695.0
954,5481.0
955,5513.0
956,6650.0
957,6302.0
958,5885.0
959,8423.0
960,7024.0
961,7753.0
962,5804.0
963,4983.0
964,6530.0
965,8406.0
966,8768.0
967,8019.0
968,8353.0
969,5840.0
970,8828.0
971,5829.0
972,7421.0
973,8990.0
974,7392.0
975,10345.0
976,8602.0
977,8324.0
978,5869.0
979,7718.0
980,8019.0
981,6556.0
982,4641.0
983,6067.0
984,7902.0
985,7453.0
986,5319.0
987,8707.0
988,7476.0
989,6762.0
990,6051.0
991,5505.0
992,7412.0
993,7655.0
994,6916.0
995,5571.0
996,5295.0
997,7019.0
998,4170.0
999,6748.0
1000,5288.0
1001,9572.0
1002,7503.0
1003,7367.0
1004,9169.0
1005,5585.0
1006,5027.0
1007,10896.0
1008,7117.0
1009,8171.0
1010,8117.0
1011,5762.0
1012,6297.0
1013,6116.0
1014,7520.0
1015,11538.0
1016,6370.0
1017,3525.0
1018,5585.0
1019,8484.0
1020,9591.0
1021,6718.0
1022,7426.0
1023,5066.0
1024,5273.0
1025,3440.0
1026,5374.0
1027,6185.0
1028,6776.0
1029,7639.0
1030,6084.0
1031,8273.0
1032,9240.0
1033,7760.0
1034,4884.0
1035,9874.0
1036,10906.0
1037,6489.0
1038,7905.0
1039,5328.0
1040,6850.0
1041,4320.0
1042,7718.0
1043,5521.0
1044,9229.0
1045,7411.0
1046,8818.0
1047,8437.0
1048,5684.0
1049,8782.0
1050,19527.0
1051,10675.0
1052,5897.0
1053,3195.0
1054,6618.0
1055,9702.0
1056,6785.0
1057,11452.0
1058,20945.0
1059,3983.0
1060,5317.0
1061,9498.0
1062,5316.0
1063,9017.0
1064,6916.0
1065,7349.0
1066,4203.0
1067,7767.0
1068,6815.0
1069,7518.0
1070,8959.0
1071,6801.0
1072,6159.0
1073,7663.0
1074,5729.0
1075,5754.0
1076,8624.0
1077,6086.0
1078,6518.0
1079,7349.0
1080,6146.0
1081,5865.0
1082,7650.0
1083,7229.0
1084,9181.0
1085,6605.0
1086,7291.0
1087,5893.0
1088,3890.0
1089,7075.0
1090,7495.0
1091,5446.0
1092,4937.0
1093,9866.0
1094,7275.0
1095,9037.0
1096,6907.0
1097,6024.0
1098,5635.0
1099,4870.0
1100,10288.0
1101,5699.0
1102,8018.0
1103,14424.0
1104,7717.0
1105,6762.0
1106,5382.0
1107,4675.0
1108,7285.0
1109,4557.0
1110,6569.0
1111,10003.0
1112,5688.0
1113,13350.0
1114,13981.0
1115,5389.0
1116,7747.0
1117,5370.0
1118,6835.0
1119,5590.0
1120,11427.0
1121,7756.0
1122,8671.0
1123,4950.0
1124,7217.0
1125,5159.0
1126,9731.0
1127,7344.0
1128,6264.0
1129,6935.0
1130,5614.0
1131,8764.0
1132,9559.0
1133,5956.0
1134,10687.0
1135,7088.0
1136,9446.0
1137,4839.0
1138,5784.0
1139,5425.0
1140,9728.0
1141,7225.0
1142,8300.0
1143,7167.0
1144,9194.0
1145,4742.0
1146,8328.0
1147,6529.0
1148,4112.0
1149,15073.0
1150,17768.0
1151,7708.0
1152,8285.0
1153,9316.0
1154,10613.0
1155,10796.0
1156,5870.0
1157,7390.0
1158,6193.0
1159,8556.0
1160,4427.0
1161,5927.0
1162,5668.0
1163,6300.0
1164,7892.0
1165,5144.0
1166,4834.0
1167,6402.0
1168,4597.0
1169,5024.0
1170,5845.0
1171,6518.0
1172,9339.0
1173,9409.0
1174,7287.0
1175,6646.0
1176,6620.0
1177,11389.0
1178,8108.0
1179,5481.0
1180,4952.0
1181,9714.0
1182,4983.0
1183,7174.0
1184,3415.0
1185,5296.0
1186,7718.0
1187,6835.0
1188,5874.0
1189,8929.0
1190,9832.0
1191,11298.0
1192,5946.0
1193,10909.0
1194,3551.0
1195,5510.0
1196,6638.0
1197,4594.0
1198,9053.0
1199,5341.0
1200,5700.0
1201,8993.0
1202,11495.0
1203,9224.0
1204,6061.0
1205,5282.0
1206,8730.0
1207,7744.0
1208,6438.0
1209,5107.0
1210,7838.0
1211,9456.0
1212,5052.0
1213,6434.0
1214,8217.0
1215,7877.0
1216,14225.0
1217,6706.0
1218,13066.0
1219,7430.0
1220,5386.0
1221,3695.0
1222,6764.0
1223,6601.0
1224,5206.0
1225,8364.0
1226,5198.0
1227,4657.0
1228,7165.0
1229,3979.0
1230,8795.0
1231,7034.0
1232,8421.0
1233,8644.0
1234,5442.0
1235,9385.0
1236,7521.0
1237,5446.0
1238,5741.0
1239,5647.0
1240,11260.0
1241,6906.0
1242,5235.0
1243,7996.0
1244,9298.0
1245,6919.0
1246,6818.0
1247,8565.0
1248,6151.0
1249,5796.0
1250,5948.0
1251,9303.0
1252,6026.0
1253,6304.0
1254,6105.0
1255,5349.0
1256,4282.0
1257,5503.0
1258,8483.0
1259,8643.0
1260,11238.0
1261,11484.0
1262,8260.0
1263,5371.0
1264,5268.0
1265,11119.0
1266,10101.0
1267,7732.0
1268,8485.0
1269,8583.0
1270,6169.0
1271,4272.0
1272,12044.0
1273,5806.0
1274,6956.0
1275,6995.0
1276,2823.0
1277,11278.0
1278,6118.0
1279,5153.0
1280,4971.0
1281,6005.0
1282,6899.0
1283,7967.0
1284,7327.0
1285,4605.0
1286,5489.0
1287,4679.0
1288,3694.0
1289,7269.0
1290,18843.0
1291,5963.0
1292,5678.0
1293,6696.0
1294,5314.0
1295,5273.0
1296,5168.0
1297,5010.0
1298,8121.0
1299,7219.0
1300,4418.0
1301,9109.0
1302,5401.0
1303,5388.0
1304,8771.0
1305,8653.0
1306,10395.0
1307,5520.0
1308,7360.0
1309,5130.0
1310,5914.0
1311,15534.0
1312,9810.0
1313,6522.0
1314,4810.0
1315,5309.0
1316,6155.0
1317,4776.0
1318,10338.0
1319,5329.0
1320,6193.0
1321,7483.0
1322,5201.0
1323,6838.0
1324,7276.0
1325,8515.0
1326,7476.0
1327,4518.0
1328,6528.0
1329,7226.0
1330,10238.0
1331,8851.0
1332,7143.0
1333,4497.0
1334,8147.0
1335,5997.0
1336,4333.0
1337,7494.0
1338,7233.0
1339,6702.0
1340,6091.0
1341,6389.0
1342,8013.0
1343,5740.0
1344,7467.0
1345,7969.0
1346,5999.0
1347,8997.0
1348,6337.0
1349,5094.0
1350,11724.0
1351,6084.0
1352,3853.0
1353,8282.0
1354,9618.0
1355,11156.0
1356,5453.0
1357,6094.0
1358,6964.0
1359,7899.0
1360,6274.0
1361,8214.0
1362,3526.0
1363,6044.0
1364,6374.0
1365,5960.0
1366,4734.0
1367,7476.0
1368,8925.0
1369,5006.0
1370,8350.0
1371,7077.0
1372,9044.0
1373,5166.0
1374,7125.0
1375,6375.0
1376,7211.0
1377,8431.0
1378,4516.0
1379,7463.0
1380,8437.0
1381,7485.0
1382,5469.0
1383,3809.0
1384,8129.0
1385,6873.0
1386,8638.0
1387,7166.0
1388,6051.0
1389,8677.0
1390,6476.0
1391,6708.0
1392,8092.0
1393,5693.0
1394,8006.0
1395,11045.0
1396,8766.0
1397,4441.0
1398,6164.0
1399,5096.0
1400,0.0
1401,8400.0
1402,6089.0
1403,8368.0
1404,4818.0
1405,7628.0
1406,6972.0
1407,11123.0
1408,4630.0
1409,6166.0
1410,5594.0
1411,8261.0
1412,5631.0
1413,7863.0
1414,8162.0
1415,10290.0
1416,7302.0
1417,7050.0
1418,6237.0
1419,4858.0
1420,5634.0
1421,10654.0
1422,9959.0
1423,6635.0
1424,14761.0
1425,6199.0
1426,5548.0
1427,6248.0
1428,8740.0
1429,9921.0
1430,7402.0
1431,7741.0
1432,8256.0
1433,7952.0
1434,6217.0
1435,6022.0
1436,5419.0
1437,5421.0
1438,4602.0
1439,5486.0
1440,9229.0
1441,16067.0
1442,6592.0
1443,5370.0
1444,7286.0
1445,4044.0
1446,6565.0
1447,3878.0
1448,9550.0
1449,6372.0
1450,6384.0
1451,13173.0
1452,10810.0
1453,6318.0
1454,7892.0
1455,3740.0
1456,6015.0
1457,5450.0
1458,9150.0
1459,5006.0
1460,4122.0
1461,6265.0
1462,5560.0
1463,8240.0
1464,6769.0
1465,3855.0
1466,7651.0
1467,7960.0
1468,7576.0
1469,5012.0
1470,4920.0
1471,7476.0
1472,4600.0
1473,10241.0
1474,5661.0
1475,5340.0
1476,7340.0
1477,6351.0
1478,5135.0
1479,6569.0
1480,7226.0
1481,10579.0
1482,9878.0
1483,6129.0
1484,4467.0
1485,6190.0
1486,8614.0
1487,5276.0
1488,6466.0
1489,6383.0
1490,12610.0
1491,7779.0
1492,6115.0
1493,7392.0
1494,4943.0
1495,9703.0
1496,6111.0
1497,12794.0
1498,6771.0
1499,5720.0
1500,5436.0
1501,3720.0
1502,7342.0
1503,19068.0
1504,4454.0
1505,5292.0
1506,9810.0
1507,7389.0
1508,6842.0
1509,8302.0
1510,6423.0
1511,5711.0
1512,4803.0
1513,9348.0
1514,6095.0
1515,7792.0
1516,7891.0
1517,5261.0
1518,8365.0
1519,5923.0
1520,3648.0
1521,8564.0
1522,8237.0
1523,4575.0
1524,7774.0
1525,7166.0
1526,4849.0
1527,9983.0
1528,6395.0
1529,9079.0
1530,5022.0
1531,5301.0
1532,7050.0
1533,0.0
1534,7989.0
1535,4396.0
1536,6827.0
1537,5162.0
1538,5663.0
1539,6065.0
1540,6781.0
1541,7296.0
1542,8511.0
1543,6349.0
1544,8524.0
1545,7058.0
1546,8944.0
1547,9891.0
1548,7022.0
1549,3508.0
1550,6382.0
1551,7481.0
1552,4964.0
1553,12516.0
1554,6360.0
1555,8758.0
1556,11069.0
1557,6490.0
1558,4463.0
1559,10961.0
1560,10757.0
1561,5964.0
1562,9025.0
1563,9462.0
1564,6783.0
1565,5697.0
1566,7263.0
1567,5782.0
1568,6240.0
1569,8051.0
1570,5296.0
1571,6849.0
1572,7499.0
1573,6893.0
1574,8269.0
1575,6242.0
1576,7378.0
1577,4139.0
1578,8110.0
1579,7217.0
1580,6303.0
1581,7564.0
1582,7610.0
1583,9993.0
1584,6332.0
1585,5608.0
1586,6245.0
1587,7231.0
1588,8077.0
1589,4828.0
1590,4667.0
1591,8825.0
1592,6780.0
1593,6147.0
1594,8111.0
1595,6821.0
1596,7403.0
1597,4867.0
1598,4234.0
1599,7093.0
1600,6513.0
1601,6669.0
1602,10363.0
1603,8585.0
1604,5233.0
1605,9031.0
1606,3755.0
1607,3455.0
1608,6661.0
1609,11857.0
1610,8122.0
1611,7251.0
1612,5008.0
1613,7325.0
1614,10015.0
1615,6268.0
1616,8409.0
1617,6445.0
1618,5067.0
1619,5312.0
1620,6109.0
1621,6096.0
1622,4797.0
1623,5471.0
1624,4672.0
1625,8005.0
1626,7470.0
1627,5488.0
1628,6859.0
1629,7166.0
1630,5303.0
1631,4994.0
1632,9058.0
1633,8113.0
1634,6603.0
1635,4254.0
1636,12072.0
1637,6203.0
1638,5621.0
1639,9486.0
1640,8929.0
1641,7632.0
1642,6258.0
1643,7884.0
1644,9400.0
1645,13006.0
1646,5060.0
1647,5093.0
1648,5134.0
1649,7026.0
1650,6262.0
1651,7970.0
1652,9352.0
1653,6439.0
1654,4620.0
1655,6629.0
1656,8321.0
1657,5182.0
1658,7025.0
1659,4371.0
1660,7757.0
1661,7471.0
1662,7803.0
1663,9109.0
1664,6299.0
1665,3990.0
1666,6653.0
1667,7533.0
1668,8817.0
1669,7911.0
1670,7584.0
1671,6604.0
1672,4577.0
1673,9850.0
1674,4634.0
1675,11841.0
1676,6243.0
1677,4571.0
1678,7212.0
1679,6544.0
1680,7099.0
1681,7688.0
1682,3806.0
1683,4962.0
1684,6907.0
1685,9504.0
1686,10871.0
1687,5253.0
1688,6835.0
1689,7835.0
1690,6494.0
1691,5595.0
1692,10655.0
1693,8763.0
1694,12370.0
1695,4992.0
1696,5888.0
1697,0.0
1698,8501.0
1699,5612.0
1700,10210.0
1701,7643.0
1702,5136.0
1703,5748.0
1704,4659.0
1705,5284.0
1706,6675.0
1707,5304.0
1708,5567.0
1709,10024.0
1710,7164.0
1711,21419.0
1712,6451.0
1713,5214.0
1714,8532.0
1715,10431.0
1716,6449.0
1717,7428.0
1718,6516.0
1719,9065.0
1720,8244.0
1721,5784.0
1722,6424.0
1723,7180.0
1724,8530.0
1725,7365.0
1726,8423.0
1727,5750.0
1728,5423.0
1729,6122.0
1730,10363.0
1731,11304.0
1732,10331.0
1733,7847.0
1734,5861.0
1735,6490.0
1736,4756.0
1737,9441.0
1738,10007.0
1739,10306.0
1740,6521.0
1741,5484.0
1742,5693.0
1743,6022.0
1744,10989.0
1745,7409.0
1746,6167.0
1747,5770.0
1748,7768.0
1749,4671.0
1750,8015.0
1751,4784.0
1752,7968.0
1753,7996.0
1754,6388.0
1755,7969.0
1756,7605.0
1757,5425.0
1758,7406.0
1759,7312.0
1760,10985.0
1761,6849.0
1762,8770.0
1763,8666.0
1764,10025.0
1765,7007.0
1766,10869.0
1767,5227.0
1768,5159.0
1769,7157.0
1770,6529.0
1771,9929.0
1772,8157.0
1773,6608.0
1774,8303.0
1775,8150.0
1776,10790.0
1777,4760.0
1778,14842.0
1779,5371.0
1780,7114.0
1781,9637.0
1782,6116.0
1783,6775.0
1784,6860.0
1785,7628.0
1786,5396.0
1787,5704.0
1788,8931.0
1789,8193.0
1790,7745.0
1791,4981.0
1792,8323.0
1793,12096.0
1794,7320.0
1795,5459.0
1796,7262.0
1797,7400.0
1798,7832.0
1799,8100.0
1800,4618.0
1801,8377.0
1802,6936.0
1803,7865.0
1804,8228.0
1805,5201.0
1806,6746.0
1807,5858.0
1808,7941.0
1809,10387.0
1810,5748.0
1811,5715.0
1812,6977.0
1813,6559.0
1814,6338.0
1815,8884.0
1816,7475.0
1817,8324.0
1818,6114.0
1819,5390.0
1820,6872.0
1821,8908.0
1822,9471.0
1823,8394.0
1824,8780.0
1825,6006.0
1826,9330.0
1827,6393.0
1828,7976.0
1829,9371.0
1830,7681.0
1831,10953.0
1832,8847.0
1833,8684.0
1834,6119.0
1835,8365.0
1836,8342.0
1837,6978.0
1838,4983.0
1839,6453.0
1840,8700.0
1841,7765.0
1842,5731.0
1843,9463.0
1844,8091.0
1845,7252.0
1846,6310.0
1847,6046.0
1848,7991.0
1849,7956.0
1850,7516.0
1851,5848.0
1852,5895.0
1853,7444.0
1854,4555.0
1855,7102.0
1856,5557.0
1857,10009.0
1858,8111.0
1859,7820.0
1860,9527.0
1861,6072.0
1862,5195.0
1863,11656.0
1864,7411.0
1865,8451.0
1866,8722.0
1867,6075.0
1868,6522.0
1869,6695.0
1870,8054.0
1871,12461.0
1872,6849.0
1873,3701.0
